"Citizenship (5), Place of Birth (236), Immigrant Status and Period of Immigration (11), Age Groups (10) and Sex (3) for the Population in Private Households of Canada, Provinces, Territories, Census Metropolitan Areas and Census Agglomerations, 2011 National Household Survey"
"Geography = Canada [1]"
"Global non-response rate (GNR) [2] =  26.1 %"
"Immigrant status and period of immigration (11) =     1991 to 2000"
"Age groups (10) = Total - Age groups"
"Sex (3) = Total - Sex"
"Place of birth (236)","Total - Citizenship [3]","  Canadian citizens","    Canadian citizens only","    Citizens of Canada and at least one other country","  Not Canadian citizens [4]", 
"Total - Place of birth of respondent",1539055,1398225,1181095,217130,140830 
"  Born in Canada",345,280,245,35,65 
"  Born outside Canada",1538705,1397940,1180850,217095,140765 
"    Americas",202570,177245,143345,33895,25330 
"      North America",34045,24415,16140,8280,9625 
"        Saint Pierre and Miquelon",0,0,0,0,0 
"        United States",34035,24410,16135,8275,9625 
"      Central America",41465,38155,31255,6905,3310 
"        Belize",295,250,250,0,40 
"        Costa Rica",800,710,540,175,90 
"        El Salvador",13190,12100,9855,2250,1085 
"        Guatemala",5485,4850,4190,665,640 
"        Honduras",2130,1930,1665,270,195 
"        Mexico",15540,14520,11570,2950,1020 
"        Nicaragua",3055,2885,2515,370,175 
"        Panama",970,910,680,230,65 
"      Caribbean and Bermuda",71195,63310,55260,8050,7885 
"        Anguilla",0,0,0,0,0 
"        Antigua and Barbuda",365,310,285,25,55 
"        Aruba",0,0,0,0,0 
"        Bahamas",190,165,80,80,30 
"        Barbados",1470,1280,975,305,190 
"        Bermuda",155,135,105,30,0 
"        Cayman Islands",60,55,50,0,0 
"        Cuba",2950,2640,1755,885,310 
"        Curaçao",40,35,30,0,0 
"        Dominica",555,485,425,60,70 
"        Dominican Republic",2950,2685,2295,385,270 
"        Grenada",2810,2420,2070,345,390 
"        Guadeloupe",110,110,70,40,0 
"        Haiti",16350,15025,13665,1355,1330 
"        Jamaica",24660,21535,19405,2130,3120 
"        Martinique",60,60,35,25,0 
"        Montserrat",100,100,95,0,0 
"        Puerto Rico",105,85,65,25,20 
"        Saint Kitts and Nevis",240,225,145,80,0 
"        Saint Lucia",930,780,630,150,150 
"        Saint Vincent and the Grenadines",2325,1725,1585,135,605 
"        Sint Maarten (Dutch part)",35,0,0,0,30 
"        Trinidad and Tobago",14670,13400,11440,1970,1270 
"        Turks and Caicos Islands",0,0,0,0,0 
"        Virgin Islands, British",25,20,20,0,0 
"        Virgin Islands, United States",0,0,0,0,0 
"      South America",55860,51355,40685,10665,4510 
"        Argentina",3490,2975,2030,950,515 
"        Bolivia [5]",735,705,590,115,30 
"        Brazil",4300,3985,2355,1630,315 
"        Chile",3595,2970,2320,650,625 
"        Colombia",6785,6395,3850,2550,385 
"        Ecuador",2880,2575,2160,415,300 
"        French Guiana",20,25,0,0,0 
"        Guyana",21580,20285,18455,1830,1295 
"        Paraguay",665,625,520,105,40 
"        Peru",7500,6925,5545,1380,580 
"        Suriname",265,240,235,0,30 
"        Uruguay",1020,825,520,310,195 
"        Venezuela [6]",3025,2825,2105,720,195 
"      Americas, n.i.e. [7]",0,0,0,0,0 
"    Europe",292060,258415,182370,76045,33650 
"      Western Europe",39875,28605,18475,10135,11270 
"        Austria",825,520,370,145,305 
"        Belgium",1720,1135,775,360,590 
"        France",16115,13705,7490,6220,2410 
"        Germany",11650,7210,5905,1305,4440 
"        Luxembourg",30,0,0,0,20 
"        Monaco",0,0,0,0,0 
"        Netherlands",5805,2900,2385,515,2905 
"        Switzerland",3685,3080,1495,1590,610 
"      Eastern Europe",137575,130375,88890,41490,7195 
"        Belarus",3290,3170,2480,695,125 
"        Bulgaria",5645,5455,2890,2565,190 
"        Czech Republic",2340,1765,1425,335,575 
"        Estonia",680,670,540,135,0 
"        Hungary",3590,3240,2060,1185,345 
"        Latvia",1220,1155,1070,85,65 
"        Lithuania",780,720,665,50,55 
"        Moldova [8]",2015,1970,1570,400,45 
"        Poland",38725,35465,23045,12420,3255 
"        Romania",27930,27165,13865,13290,770 
"        Russian Federation",27875,26905,19100,7805,975 
"        Slovakia",2120,2000,1140,860,120 
"        Ukraine",21355,20690,19025,1665,670 
"      Northern Europe",37885,28520,19330,9195,9360 
"        Denmark",650,240,210,30,410 
"        Faroe Islands",10,0,0,0,0 
"        Finland",425,295,145,150,135 
"        Guernsey",35,0,0,0,30 
"        Iceland",135,125,95,30,0 
"        Ireland, Republic of",1605,1335,955,380,270 
"        Isle of Man",0,0,0,0,0 
"        Jersey",20,0,0,0,0 
"        Norway",415,225,210,15,190 
"        Sweden",885,625,380,245,260 
"        United Kingdom [9]",33695,25650,17305,8345,8045 
"      Southern Europe",76725,70900,55675,15220,5825 
"        Albania",4695,4600,3025,1580,95 
"        Bosnia and Herzegovina",26120,25275,21785,3490,845 
"        Croatia",9835,9400,7490,1910,435 
"        Gibraltar",0,0,0,0,0 
"        Greece",1535,1295,990,305,240 
"        Italy",3620,2870,2105,760,755 
"        Kosovo [10]",3750,3465,2805,665,290 
"        Macedonia, Republic of [11]",2025,1930,1265,660,105 
"        Malta",190,170,125,45,15 
"        Montenegro",745,715,585,125,0 
"        Portugal",9165,6710,5220,1490,2460 
"        Serbia",13710,13320,9440,3885,390 
"        Slovenia",510,490,340,150,15 
"        Spain",805,645,480,160,170 
"      Europe, n.i.e. [12]",0,0,0,0,0 
"    Africa",112450,105600,86630,18965,6850 
"      Western Africa",18135,17105,14695,2405,1035 
"        Benin",140,130,125,0,0 
"        Burkina Faso",85,80,65,20,0 
"        Cape Verde",65,65,60,0,0 
"        Côte d'Ivoire",845,820,670,145,25 
"        Gambia",215,215,170,0,0 
"        Ghana",8315,8055,7425,625,260 
