"Citizenship (5), Place of Birth (236), Immigrant Status and Period of Immigration (11), Age Groups (10) and Sex (3) for the Population in Private Households of Canada, Provinces, Territories, Census Metropolitan Areas and Census Agglomerations, 2011 National Household Survey"
"Geography = Canada [1]"
"Global non-response rate (GNR) [2] =  26.1 %"
"Immigrant status and period of immigration (11) =     1981 to 1990"
"Age groups (10) = Total - Age groups"
"Sex (3) = Total - Sex"
"Place of birth (236)","Total - Citizenship [3]","  Canadian citizens","    Canadian citizens only","    Citizens of Canada and at least one other country","  Not Canadian citizens [4]", 
"Total - Place of birth of respondent",949890,876605,756060,120535,73290 
"  Born in Canada",230,185,165,20,45 
"  Born outside Canada",949665,876415,755895,120515,73250 
"    Americas",191055,171305,145505,25800,19745 
"      North America",32075,22320,14990,7330,9755 
"        Saint Pierre and Miquelon",45,35,35,0,0 
"        United States",32025,22280,14955,7325,9745 
"      Central America",45870,43485,37160,6330,2385 
"        Belize",480,480,375,105,0 
"        Costa Rica",570,540,435,110,30 
"        El Salvador",22280,21035,17445,3590,1245 
"        Guatemala",6290,5895,5210,690,395 
"        Honduras",1295,1210,1055,160,85 
"        Mexico",9235,8900,7855,1045,335 
"        Nicaragua",4800,4570,4120,455,225 
"        Panama",910,855,665,185,50 
"      Caribbean and Bermuda",63760,59355,53855,5500,4410 
"        Anguilla",0,0,0,0,0 
"        Antigua and Barbuda",385,355,320,40,30 
"        Aruba",30,20,25,0,0 
"        Bahamas",355,320,285,35,35 
"        Barbados",2305,2120,1815,305,185 
"        Bermuda",265,240,215,30,25 
"        Cayman Islands",0,0,0,0,0 
"        Cuba",605,560,490,75,45 
"        Curaçao",85,65,65,0,20 
"        Dominica",550,525,465,60,25 
"        Dominican Republic",1770,1675,1445,235,95 
"        Grenada",1990,1820,1660,155,170 
"        Guadeloupe",45,40,25,0,0 
"        Haiti",14930,14415,13330,1090,510 
"        Jamaica",24670,22540,20815,1725,2125 
"        Martinique",65,55,35,0,0 
"        Montserrat",80,65,65,0,0 
"        Puerto Rico",25,0,0,0,0 
"        Saint Kitts and Nevis",335,305,270,35,30 
"        Saint Lucia",480,455,340,110,30 
"        Saint Vincent and the Grenadines",1450,1270,1125,140,175 
"        Sint Maarten (Dutch part)",0,0,0,0,0 
"        Trinidad and Tobago",13290,12425,11005,1420,860 
"        Turks and Caicos Islands",0,0,0,0,0 
"        Virgin Islands, British",0,0,0,0,0 
"        Virgin Islands, United States",0,0,0,0,0 
"      South America",49350,46145,39500,6645,3205 
"        Argentina",3210,2935,2110,825,275 
"        Bolivia [5]",960,945,890,55,0 
"        Brazil",2315,2165,1470,690,150 
"        Chile",7140,5980,4815,1165,1160 
"        Colombia",2325,2240,1550,685,90 
"        Ecuador",2020,1870,1610,255,150 
"        French Guiana",0,0,0,0,0 
"        Guyana",22355,21485,19920,1565,875 
"        Paraguay",1200,1190,1065,125,0 
"        Peru",5080,4900,4095,800,185 
"        Suriname",170,145,145,0,25 
"        Uruguay",1265,1035,795,240,230 
"        Venezuela [6]",1300,1255,1015,235,45 
"      Americas, n.i.e. [7]",0,0,0,0,0 
"    Europe",230130,200690,147715,52975,29440 
"      Western Europe",31455,23750,18735,5015,7705 
"        Austria",1280,980,845,135,305 
"        Belgium",1760,1335,960,375,420 
"        France",7685,7135,4560,2575,550 
"        Germany",12790,8525,7825,700,4260 
"        Luxembourg",35,20,20,0,0 
"        Monaco",25,25,0,0,0 
"        Netherlands",5085,3280,3075,200,1810 
"        Switzerland",2805,2450,1425,1020,360 
"      Eastern Europe",90490,87190,60630,26555,3305 
"        Belarus",700,700,680,15,0 
"        Bulgaria",750,725,475,245,30 
"        Czech Republic",4350,4140,3190,950,215 
"        Estonia",115,110,80,30,0 
"        Hungary",4925,4735,3525,1205,195 
"        Latvia",320,305,245,60,20 
"        Lithuania",370,370,300,75,0 
"        Moldova [8]",455,445,355,95,0 
"        Poland",60995,58700,38255,20445,2295 
"        Romania",9470,9175,6665,2505,295 
"        Russian Federation",2850,2745,2535,215,100 
"        Slovakia",2405,2320,1730,590,85 
"        Ukraine",2780,2725,2595,130,55 
"      Northern Europe",58170,48535,35925,12610,9635 
"        Denmark",620,335,295,40,285 
"        Faroe Islands",0,0,0,0,0 
"        Finland",425,355,240,115,70 
"        Guernsey",0,0,0,0,0 
"        Iceland",30,20,0,0,0 
"        Ireland, Republic of",4100,3630,2495,1135,470 
"        Isle of Man",40,35,30,0,0 
"        Jersey",30,30,0,0,0 
"        Norway",320,175,155,20,145 
"        Sweden",665,495,285,210,170 
