"Citizenship (5), Place of Birth (236), Immigrant Status and Period of Immigration (11), Age Groups (10) and Sex (3) for the Population in Private Households of Canada, Provinces, Territories, Census Metropolitan Areas and Census Agglomerations, 2011 National Household Survey"
"Geography = Canada [1]"
"Global non-response rate (GNR) [2] =  26.1 %"
"Immigrant status and period of immigration (11) =     2001 to 2011 [3]"
"Age groups (10) = Total - Age groups"
"Sex (3) = Total - Sex"
"Place of birth (236)","Total - Citizenship [4]","  Canadian citizens","    Canadian citizens only","    Citizens of Canada and at least one other country","  Not Canadian citizens [5]", 
"[2] For the 2011 National Household Survey (NHS) estimates, the global non-response rate (GNR) is used as an indicator of data quality. This indicator combines complete non-response (household) and partial non-response (question) into a single rate. The value of the GNR is presented to users. A smaller GNR indicates a lower risk of non-response bias and as a result, lower risk of inaccuracy. The threshold used for estimates' suppression is a GNR of 50% or more. For more information, please refer to the National Household Survey User Guide, 2011."
"[3] Includes immigrants who landed in Canada prior to May 10, 2011."
"[4] Includes persons who are stateless."
"[5] Includes persons who are stateless."
"[6] The official name of Bolivia is Plurinational State of Bolivia."
"[7] The official name of Venezuela is Bolivarian Republic of Venezuela."
"[8] Includes countries such as Bonaire, Saint Eustatius and Saba; Falkland Islands (Malvinas); Greenland; Saint Barthélemy; Saint Martin (French part); and South Georgia and the South Sandwich Islands."
"[9] The official name of Moldova is Republic of Moldova."
"[10] The official name of United Kingdom is United Kingdom of Great Britain and Northern Ireland. United Kingdom includes Scotland, Wales, England and Northern Ireland (excludes Isle of Man, the Channel Islands and British Overseas Territories)."
"[11] The official name of Kosovo is Republic of Kosovo."
"[12] Known as Former Yugoslav Republic of Macedonia in the United Nations and other international bodies."
"[13] Includes countries such as Åland Islands; Andorra; Holy See (Vatican City State); Liechtenstein; San Marino; and Svalbard and Jan Mayen Island."
"[14] The official name of Tanzania is United Republic of Tanzania."
"[15] The official name of Libya is Libyan Arab Jamahiriya."
"[16] Includes countries such as Mayotte; Saint Helena; Sao Tome and Principe; and Western Sahara."
"[17] The official name of Iran is Islamic Republic of Iran."
"[18] The official name of Syria is Syrian Arab Republic."
"[19] West Bank and Gaza Strip are the territories referred to in the Declaration of Principles, signed by Israel and the Palestine Liberation Organization in 1993. Palestine refers to pre-1948 British mandate Palestine."
"[20] China excludes Hong Kong Special Administrative Region and Macao Special Administrative Region."
"[21] The official name of North Korea is Democratic People's Republic of Korea."
"[22] The official name of South Korea is Republic of Korea."
"[23] The official name of Laos is Lao People's Democratic Republic."
"[24] The official name of Viet Nam is Socialist Republic of Viet Nam."
"[25] Includes countries such as British Indian Ocean Territory; Maldives; and Timor-Leste."
"[26] Includes countries such as American Samoa; Christmas Island; Cocos (Keeling) Islands; Cook Islands; Guam; Kiribati; Marshall Islands; Micronesia, Federated States of; Nauru; Niue; Norfolk Island; Northern Mariana Islands; Palau; Pitcairn; Solomon Islands; Tokelau; Tuvalu; United States Minor Outlying Islands; Vanuatu; and Wallis and Futuna."
"Source: Statistics Canada - 2011 National Household Survey. Catalogue Number 99-010-X2011026."
